;//’n‰º•Ç,,,,
CreateMeshBuilder,,;//•Ç,,
AddVertex,1.9,-0.5,0,;0
AddVertex,1.9,0.5,0,;1
AddVertex,1.9,0.5,0,;2
AddVertex,1.9,4.5,0,;3
AddVertex,1.9,6,0,;4
AddVertex,-5,6,0,;5
AddVertex,1.9,4.5,25.4,;6
AddVertex,1.9,0.5,25.4,;7
AddVertex,1.9,0.5,25.4,;8
AddVertex,1.9,-0.5,25.4,;9
AddVertex,1.9,6,25.4,;10
AddVertex,-5,6,25.4,;11
AddFace,0,9,8,1
AddFace,1,8,7,2
AddFace,2,7,6,3
AddFace,3,6,10,4
AddFace,4,10,11,5
GenerateNormals,,,,

LoadTexture,subway-Wall1.bmp,,,
SetTextureCoordinates,0,0,1,
SetTextureCoordinates,1,0,0.85,
SetTextureCoordinates,2,0,0.85,
SetTextureCoordinates,3,0,0.15,
SetTextureCoordinates,4,0,0,
SetTextureCoordinates,5,0,0,
SetTextureCoordinates,6,1,0.15,
SetTextureCoordinates,7,1,0.85,
SetTextureCoordinates,8,1,0.85,
SetTextureCoordinates,9,1,1,
SetTextureCoordinates,10,1,0,
SetTextureCoordinates,11,1,0,


CreateMeshBuilder,,;//ŒuŒõ“”,,
Cylinder,5,0.04,0.04,0.8
SetColor,255,255,255,
Rotate,1,0,0,90
Translate        ,1.85,2.45,12.6,
